action,proto,src_ip,src_port,dest_ip,dest_port,family,behavior,description,sign_source,author,threat_judge,attack_phase,apt_org,extract_date,attack_direction,remarks,cve_number,threat_level,threat_type,id,refer,payload,classtype,sid,rev,metadata
alert,udp,any,any,any,53,Unknown,['VulnerabilityIntrusion'],DDoS,ArtificialExtraction,bala,Threat,Invasion,,20180629,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['DDoS'],10019227,[],flow:to_server; content:"|00 01|"; depth:2; offset:4; content:"|00 01|"; within:2; distance:4; byte_test:1;!&;0xF8;2; content:"|00 00 FF 00 01 00 00 29|"; byte_test:2;>;0x7FFF;0;relative; ),classtype:DDoS;,id:10019227;,rev:3;,metadata:policy max-detect-ips drop; policy security-ips drop; ruleset community; service dns;
alert,udp,any,any,any,53,Unknown,['VulnerabilityIntrusion'],Exploits,ArtificialExtraction,bala,Threat,Invasion,,20180629,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['Exploits'],130019229,[],flow:to_server; content:"|54 20|"; fast_pattern:only; content:"GET |2F| HTTP"; ),classtype:Exploits;,id:130019229;,rev:3;,metadata:policy max-detect-ips drop; policy security-ips drop; ruleset community; service dns;
alert,tcp,any,any,any,58455,Zollard,['VulnerabilityIntrusion'],Zollard,ArtificialExtraction,bala,Threat,Control,,20180629,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['Backdoor'],190019231,[],flow:to_server;established; content:".zollard/"; fast_pattern:only; ),classtype:Backdoor;,id:190019231;,rev:2;,metadata:impact_flag red; ruleset community; service telnet;
alert,tcp,any,any,any,80,Symmi,['VulnerabilityIntrusion'],Symmi,ArtificialExtraction,bala,Threat,Invasion,,20180702,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['RAT'],40019233,[],flow:to_server;established; content:"Host: bitly.com|0D 0A|Accept: text/html; */*|0D 0A|Accept-Encoding: identity|0D 0A|User-Agent: Mozilla/3.0 (compatible|3B| Indy Library)"; fast_pattern:only; http_header; ),classtype:RAT;,id:40019233;,rev:2;,metadata:impact_flag red; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],RAT,ArtificialExtraction,bala,Threat,Control,,20180702,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['RAT'],40019235,[],flow:to_server;established; urilen:>7; content:"/exe.exe"; fast_pattern:only; http_uri; ),classtype:RAT;,id:40019235;,rev:1;,metadata:ruleset community; service http;
alert,tcp,any,any,any,80,Steckt,['VulnerabilityIntrusion'],Steckt,ArtificialExtraction,bala,Threat,Control,,20180702,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['RAT'],40019237,[],flow:to_server;established; content:"/site2/"; http_uri; content:!"Referer|3A| "; http_header; content:"60gp="; http_cookie; content:"60gpBAK="; http_cookie; ),classtype:RAT;,id:40019237;,rev:4;,metadata:impact_flag red; ruleset community; service http;
alert,tcp,any,80,any,any,Unknown,['VulnerabilityIntrusion'],Exploits,ArtificialExtraction,bala,Threat,Control,,20180702,{'Source': 'Victim'; 'Obj': 'Attacker'},,,LowRisk,['Exploits'],130019239,[],flow:to_client;established; content:".exe|0D 0A|"; fast_pattern:only; http_header; content:"filename="; http_header; content:".exe|0D 0A|"; within:6; distance:24; http_header; pcre:"/filename=(?![a-f]{24}|\d{24})[a-f\d]{24}\.exe\r\n/H"; flowbits:set;file.exploit_kit.pe; ),classtype:Exploits;,id:130019239;,rev:4;,metadata:policy balanced-ips alert; policy max-detect-ips alert; policy security-ips drop; ruleset community; service http;
alert,tcp,any,[777;778],None,[777;778],Dropper,['VulnerabilityIntrusion'],Dropper,ArtificialExtraction,bala,Threat,Control,,20180702,{'Source': 'Victim'; 'Obj': 'Attacker'},,,LowRisk,['Exploits'],130019241,[],flow:to_client;established; dsize:10<>20; content:"|05 29 00 00 00 05 29 00 00 00|"; fast_pattern:only; ),classtype:Exploits;,id:130019241;,rev:1;,metadata:ruleset community;
alert,tcp,any,any,any,[777;778],Dropper,['VulnerabilityIntrusion'],Dropper,ArtificialExtraction,bala,Threat,Control,,20180702,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['Exploits'],130019243,[],flow:to_server;established; dsize:>1440; content:"|03 2B 82 86 02 A0 05|"; fast_pattern:only; ),classtype:Exploits;,id:130019243;,rev:1;,metadata:ruleset community;
alert,tcp,any,any,any,[777;778],Dropper,['VulnerabilityIntrusion'],Dropper,ArtificialExtraction,bala,Threat,Control,,20180702,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['Exploits'],130019245,[],flow:to_server;established; dsize:5; content:"|05 29 00 00 00|"; fast_pattern:only; ),classtype:Exploits;,id:130019245;,rev:1;,metadata:ruleset community;
alert,tcp,any,any,any,80,Zeus,['VulnerabilityIntrusion'],Zeus,ArtificialExtraction,bala,Threat,Control,,20180702,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['RAT'],40019247,[],flow:to_server;established; urilen:6; content:"/webhp HTTP/1.1|0D 0A|Accept: */*|0D 0A|Connection: Close|0D 0A|User-Agent: Mozilla/4.0 ("; fast_pattern:only; content:"|3B| MSIE "; http_header; content:"google."; http_header; content:!"Accept-"; http_header; content:"NID="; depth:4; http_cookie; ),classtype:RAT;,id:40019247;,rev:1;,metadata:impact_flag red; ruleset community; service http;
alert,tcp,any,80,any,any,Unknown,['VulnerabilityIntrusion'],RAT,ArtificialExtraction,bala,Threat,Control,,20180702,{'Source': 'Victim'; 'Obj': 'Attacker'},,,LowRisk,['RAT'],40019249,[],flow:to_client;established; content:"Receipt"; fast_pattern:only; http_header; content:".zip"; http_header; pcre:"/\sfilename=[a-z0-9]{0;20}receipt[a-z0-9]{0;20}\.zip/Hi"; file_data; content:"PK"; depth:2; content:".exe"; within:50; ),classtype:RAT;,id:40019249;,rev:1;,metadata:ruleset community; service http;
alert,tcp,any,80,any,any,Unknown,['VulnerabilityIntrusion'],RAT,ArtificialExtraction,bala,Threat,Control,,20180702,{'Source': 'Victim'; 'Obj': 'Attacker'},,,LowRisk,['RAT'],40019251,[],flow:to_client;established; content:"Shipping"; fast_pattern:only; http_header; content:".zip"; http_header; pcre:"/\sfilename=[a-z0-9]{0;20}shipping[a-z0-9]{0;20}\.zip/Hi"; file_data; content:"PK"; depth:2; content:".exe"; within:50; ),classtype:RAT;,id:40019251;,rev:1;,metadata:ruleset community; service http;
alert,tcp,any,80,any,any,Unknown,['VulnerabilityIntrusion'],RAT,ArtificialExtraction,bala,Threat,Control,,20180702,{'Source': 'Victim'; 'Obj': 'Attacker'},,,LowRisk,['RAT'],40019253,[],flow:to_client;established; content:"voicemail"; fast_pattern:only; http_header; content:".zip"; http_header; pcre:"/\sfilename=[a-z0-9]{0;20}voicemail[a-z0-9]{0;20}\.zip/Hi"; file_data; content:"PK"; depth:2; content:".exe"; within:50; ),classtype:RAT;,id:40019253;,rev:1;,metadata:ruleset community; service http;
alert,tcp,any,80,any,any,Unknown,['VulnerabilityIntrusion'],RAT,ArtificialExtraction,bala,Threat,Control,,20180702,{'Source': 'Victim'; 'Obj': 'Attacker'},,,LowRisk,['RAT'],40019255,[],flow:to_client;established; content:"statement"; fast_pattern:only; http_header; content:".zip"; http_header; pcre:"/\sfilename=[a-z0-9]{0;20}statement[a-z0-9]{0;20}\.zip/Hi"; file_data; content:"PK"; depth:2; content:".exe"; within:50; ),classtype:RAT;,id:40019255;,rev:1;,metadata:ruleset community; service http;
alert,icmp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],Exploits,ArtificialExtraction,bala,Threat,Control,,20180702,{'Source': 'Victim'; 'Obj': 'Attacker'},,,LowRisk,['Exploits'],130019257,[],icode:0; itype:8; dsize:>32; content:"ABCDEFGHIJKLMNOPQRSTUVWABCDEFGHI"; depth:32; ),classtype:Exploits;,id:130019257;,rev:1;,metadata:ruleset community;
alert,icmp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],Exploits,ArtificialExtraction,bala,Threat,Control,,20180702,{'Source': 'Victim'; 'Obj': 'Attacker'},,,LowRisk,['Exploits'],130019259,[],icode:0; itype:8; dsize:>32; content:"0123456789abcdefghijklmnopqrstuv"; depth:32; ),classtype:Exploits;,id:130019259;,rev:1;,metadata:ruleset community;
alert,icmp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],Exploits,ArtificialExtraction,bala,Threat,Control,,20180702,{'Source': 'Victim'; 'Obj': 'Attacker'},,,LowRisk,['Exploits'],130019261,[],icode:0; itype:8; dsize:>32; content:"abcdefghijklmnopqrstuvwabcdefghi"; depth:32; ),classtype:Exploits;,id:130019261;,rev:1;,metadata:ruleset community;
alert,tcp,any,any,any,443,Fexel,['VulnerabilityIntrusion'],Fexel,ArtificialExtraction,bala,Threat,Control,,20180702,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['RAT'],40019263,[],flow:to_server;established; content:"|0A|Agtid|3A 20|"; content:"08x|0D 0A|"; within:5; distance:8; ),classtype:RAT;,id:40019263;,rev:2;,metadata:impact_flag red; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Pirminay,['VulnerabilityIntrusion'],Pirminay,ArtificialExtraction,bala,Threat,Control,,20180702,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['RAT'],40019265,[],flow:to_server;established; urilen:33; content:"/read/swf/searchProductResult.jsp"; fast_pattern:only; http_uri; content:"cache=cc2="; depth:10; http_cookie; content:"|3B| core="; distance:0; http_cookie; ),classtype:RAT;,id:40019265;,rev:2;,metadata:impact_flag red; ruleset community; service http;
alert,tcp,any,any,any,80,Androm,['VulnerabilityIntrusion'],Androm,ArtificialExtraction,bala,Threat,Control,,20180703,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['Exploits'],130019269,[],flow:to_server;established; urilen:14; content:"POST"; http_method; content:"/and/image.php"; fast_pattern:only; http_uri; content:"User-Agent: Mozilla/4.0|0D 0A|"; http_header; pcre:"/^[a-z\d\x2f\+\x3d]{10;98}$/Pi"; ),classtype:Exploits;,id:130019269;,rev:1;,metadata:impact_flag red; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Strictor,['VulnerabilityIntrusion'],Strictor,ArtificialExtraction,bala,Threat,Control,,20180703,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['Exploits'],130019271,[],flow:to_server;established; content:"/20"; depth:3; http_uri; content:"|0D 0A|Accept: text/html; */*|0D 0A|Accept-Encoding: identity|0D 0A|User-Agent: Mozilla/3.0 (compatible|3B| Indy Library)|0D 0A 0D 0A|"; fast_pattern:only; http_header; content:".inf"; nocase; http_uri; ),classtype:Exploits;,id:130019271;,rev:4;,metadata:impact_flag red; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Calfbot,['VulnerabilityIntrusion'],Calfbot,ArtificialExtraction,bala,Threat,Control,,20180704,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['Exploits'],130019273,[],flow:to_server;established; content:"/b/index.php?id="; fast_pattern:only; http_uri; content:"&sent="; http_uri; content:"&notsent="; distance:0; http_uri; content:"&stat="; distance:0; http_uri; ),classtype:Exploits;,id:130019273;,rev:2;,metadata:ruleset community; service http;
alert,tcp,any,any,any,80,Ramdo,['VulnerabilityIntrusion'],Ramdo,ArtificialExtraction,bala,Threat,Control,,20180704,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['Exploits'],130019275,[],flow:to_server;established; urilen:1; content:"POST"; http_method; content:".org|0D 0A|Content-Length|3A| 128|0D 0A|Cache-Control|3A| no-cache|0D 0A 0D 0A|"; fast_pattern:only; http_header; content:!"User-Agent|3A|"; http_header; content:!"Accept|3A|"; http_header; pcre:"/^Host\x3a\s[a-z]{16}\.org\x0d/Hm"; ),classtype:Exploits;,id:130019275;,rev:2;,metadata:impact_flag red; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,10991,Elknot,['VulnerabilityIntrusion'],Elknot,ArtificialExtraction,bala,Threat,Control,,20180705,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['DDoS'],10019277,[],flow:to_server;established; dsize:401; content:"Linux|20|"; depth:6; offset:17; pcre:"/Linux\x20\d\.[0-9]{1;2}\.[0-9]{1;2}/"; ),classtype:DDoS;,id:10019277;,rev:2;,metadata:impact_flag red; policy security-ips drop; ruleset community;
alert,tcp,any,any,any,80,Zeus,['VulnerabilityIntrusion'],Zeus,ArtificialExtraction,bala,Threat,Control,,20180703,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['RAT'],40019279,[],flow:to_server;established; urilen:6; content:"/webhp HTTP/1.1|0D 0A|Accept: */*|0D 0A|Connection: Close|0D 0A|User-Agent: Mozilla/4.0 ("; fast_pattern:only; content:"|3B| MSIE "; http_header; content:"google."; http_header; content:!"Accept-"; http_header; content:"PREF="; depth:5; http_cookie; ),classtype:RAT;,id:40019279;,rev:3;,metadata:impact_flag red; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],RAT,ArtificialExtraction,bala,Suspicion,Control,,20180628,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['RAT'],40019283,[],flow:established;to_server; content:"GET"; http_method; content:"CHR("; nocase; http_uri; content:"CHR("; distance:0; nocase; http_uri; content:"CHR("; distance:0; nocase; http_uri; content:"CHR("; distance:0; nocase; http_uri; content:"CHR("; distance:0; nocase; http_uri; ),classtype:RAT;,id:40019283;,rev:2;,metadata:ruleset community; service http;
alert,tcp,any,any,any,[80;443],Asprox,['VulnerabilityIntrusion'],Asprox,ArtificialExtraction,bala,Threat,Invasion,,20180628,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['RAT'],40019285,[],flow:to_server;established; content:"User-Agent: Mozilla/5.0 (Windows NT 6.1|3B| WOW64|3B| rv:23.0) Gecko/20100101 Firefox/23.0"; content:"Content-Disposition: form-data|3B| name=|22|key|22 3B| filename=|22|key.bin|22|"; fast_pattern:only; content:"Content-Disposition: form-data|3B| name=|22|data|22 3B| filename=|22|data.bin|22|"; content:"Content-Type: multipart/form-data|3B| boundary="; pcre:"/POST\s\/[A-F0-9]{42}\s/"; ),classtype:RAT;,id:40019285;,rev:4;,metadata:impact_flag red; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Fareit,['VulnerabilityIntrusion'],Fareit,ArtificialExtraction,bala,Threat,Invasion,,20180629,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['RAT'],40019287,[],flow:to_server;established; urilen:11; content:"GET"; http_method; content:"/online.htm"; fast_pattern:only; http_uri; content:!"Referer"; http_header; content:!"Accept"; http_header; pcre:"/[^\r -~\n]{4}/P"; ),classtype:RAT;,id:40019287;,rev:1;,metadata:impact_flag red; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],RAT,ArtificialExtraction,bala,Threat,Control,,20180629,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['RAT'],40019289,[],flow:to_server;established; urilen:6; content:".exe"; fast_pattern:only; pcre:"/\/[a-z0-9]\.exe$/Ui"; ),classtype:RAT;,id:40019289;,rev:3;,metadata:impact_flag red; policy max-detect-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Symmi,['VulnerabilityIntrusion'],Symmi,ArtificialExtraction,bala,Threat,Invasion,,20180629,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['RAT'],40019293,[],flow:to_server;established; content:"Host: bit.ly|0D 0A|Accept: text/html; */*|0D 0A|Accept-Encoding: identity|0D 0A|User-Agent: Mozilla/3.0 (compatible|3B| Indy Library)"; fast_pattern:only; http_header; ),classtype:RAT;,id:40019293;,rev:2;,metadata:impact_flag red; policy security-ips drop; ruleset community; service http;
#alert,tcp,None,None,tcp,any,,['SMBRemoteCodeExecute'],ET EXPLOIT ETERNALBLUE Exploit M2 CVE-2017-0143,ArtificialExtraction,suricata,Threat,Invasion,,20170516,{'Source': 'Attacker'; 'Obj': 'Victim'},,CVE-2017-0143,HighRisk,['Exploits'],102024297,[],flow:established;to_server; content:"|8000a80000000000000000000000000000000000ffff000000000000ffff0000000000000000000000000000000000000000000000f1dfff000000000000000020f0dfff00f1dfffffffffff600004100000000080efdfff|";),classtype:Exploits;,id:102024297;,rev:2;,metadata: former_category CURRENT_EVENTS;metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit; attack_target Client_Endpoint; deployment Perimeter; signature_severity Major; created_at 2017_05_16; performance_impact Low; updated_at 2017_07_06;
#alert,smb,None,None,smb,any,,['SMBRemoteCodeExecute'],ET EXPLOIT Possible ETERNALBLUE Exploit M3 CVE-2017-0143,ArtificialExtraction,suricata,Threat,Invasion,,20170627,{'Source': 'Attacker'; 'Obj': 'Victim'},,CVE-2017-0143,HighRisk,['Exploits'],102024430,[],flow:to_server;established; content:"|ff|SMB|32 00 00 00 00 18 07 c0|"; offset:4; depth:12; content:"|00 00 00 00 00 00 00 00 00 00 00 08 ff fe 00 08|"; distance:2; within:16; fast_pattern; content:"|0f 0c 00 00 10 01 00 00 00 00 00 00 00 f2 00 00 00 00 00 0c 00 42 00 00 10 4e 00 01 00 0e 00 0d 10 00|"; distance:2; within:34; isdataat:1000;relative; threshold: type both; track by_src; count 10; seconds 1;),classtype:Exploits;,id:102024430;,rev:3;,metadata: former_category EXPLOIT;metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit; attack_target Client_Endpoint; deployment Perimeter; deployment Internal; signature_severity Critical; created_at 2017_06_27; updated_at 2017_07_06;
#alert,smb,None,None,smb,$HOME_NET,,['SMBRemoteCodeExecute'],ET EXPLOIT Possible ETERNALBLUE CVE-2017-0143 Echo Response,ArtificialExtraction,suricata,Threat,Invasion,,20170417,{'Source': 'Victim'; 'Obj': 'Attacker'},,CVE-2017-0143,HighRisk,['Exploits'],102024218,[],flow:from_server;established; content:"|00 00 00 31 ff|SMB|2b 00 00 00 00 98 07 c0|"; depth:16; fast_pattern; content:"|4a 6c 4a 6d 49 68 43 6c 42 73 72 00|"; distance:0; flowbits:isset;ET.ETERNALBLUE;),classtype:Exploits;,id:102024218;,rev:2;,metadata: former_category EXPLOIT;metadata:attack_target SMB_Server; deployment Internal; signature_severity Critical; created_at 2017_04_17; updated_at 2017_11_27;
#alert,smb,None,None,smb,any,,['SMBRemoteCodeExecute'],ET EXPLOIT Possible ETERNALBLUE CVE-2017-0143 Echo Request (set),ArtificialExtraction,suricata,Threat,Invasion,,20170417,{'Source': 'Attacker'; 'Obj': 'Victim'},,CVE-2017-0143,HighRisk,['Exploits'],102024220,[],flow:to_server;established; content:"|00 00 00 31 ff|SMB|2b 00 00 00 00 18 07 c0|"; depth:16; fast_pattern; content:"|4a 6c 4a 6d 49 68 43 6c 42 73 72 00|"; distance:0; flowbits:set;ET.ETERNALBLUE; flowbits:noalert;),classtype:Exploits;,id:102024220;,rev:2;,metadata: former_category EXPLOIT;metadata:attack_target SMB_Server; deployment Internal; signature_severity Critical; created_at 2017_04_17; updated_at 2017_11_27;
#alert,smb,None,None,smb,any,,['SMBRemoteCodeExecute'],ET EXPLOIT Possible ETERNALBLUE CVE-2017-0143 Heap Spray,ArtificialExtraction,suricata,Threat,Invasion,,20170417,{'Source': 'Attacker'; 'Obj': 'Victim'},,CVE-2017-0143,HighRisk,['Exploits'],102024217,[],flow:to_server;established; content:"|ff|SMB|33 00 00 00 00 18 07 c0 00 00 00 00 00 00 00 00 00 00 00 00 00 08 ff fe 00 08|"; offset:4; depth:30; fast_pattern:10;20; content:"|00 09 00 00 00 10|"; distance:1; within:6; content:"|00 00 00 00 00 00 00 10|"; within:8; content:"|00 00 00 10|"; distance:4; within:4; pcre:"/^[a-zA-Z0-9+/]{1000;}/R"; threshold: type both; track by_src; count 3; seconds 30;),classtype:Exploits;,id:102024217;,rev:3;,metadata: former_category EXPLOIT;metadata:attack_target SMB_Server; deployment Internal; signature_severity Critical; created_at 2017_04_17; updated_at 2017_05_13;
#alert,smb,None,None,smb,any,,['SMBRemoteCodeExecute'],ET EXPLOIT Possible ETERNALBLUE Probe CVE-2017-0143 (MSF style),ArtificialExtraction,suricata,Threat,Invasion,,20180711,{'Source': 'Attacker'; 'Obj': 'Victim'},,CVE-2017-0143,HighRisk,['Exploits'],102025649,[],flow:to_server;established; content:"|ff|SMB|25 00 00 00 00 18 01 28|"; offset:4; depth:12; content:"|00 00 00 00 00 00 00 00 00 00|"; distance:2; within:10; content:"|23 00 00 00 07 00 5c 50 49 50 45 5c 00|"; fast_pattern; isdataat:!1;relative; threshold: type limit; track by_src; count 1; seconds 30;),classtype:Exploits;,id:102025649;,rev:2;,metadata: former_category EXPLOIT;metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit; attack_target Client_Endpoint; deployment Internal; tag Metasploit; tag ETERNALBLUE; signature_severity Major; created_at 2018_07_11; updated_at 2018_08_15;
#alert,smb,None,None,smb,$HOME_NET,,['SMBRemoteCodeExecute'],ET EXPLOIT ETERNALBLUE Probe Vulnerable System Response CVE-2017-0143,ArtificialExtraction,suricata,Threat,Invasion,,20180711,{'Source': 'Victim'; 'Obj': 'Attacker'},,CVE-2017-0143,HighRisk,['Exploits'],102025650,[],flow:from_server;established; content:"|ff|SMB|25 05 02 00 c0 98 01|"; offset:4; depth:11; content:"|00 00 00 00 00 00 00 00 00 00|"; distance:3; within:10; content:"|00 00 00|"; distance:8; within:3; isdataat:!1;relative; threshold: type limit; track by_src; count 1; seconds 30;),classtype:Exploits;,id:102025650;,rev:2;,metadata: former_category EXPLOIT;metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit; attack_target Client_Endpoint; deployment Internal; tag Metasploit; tag ETERNALBLUE; signature_severity Major; created_at 2018_07_11; updated_at 2018_08_15;
#alert,smb,None,None,smb,any,,['SMBRemoteCodeExecute'],ET EXPLOIT Possible ETERNALBLUE Probe CVE-2017-0143 (Generic Flags),ArtificialExtraction,suricata,Threat,Invasion,,20180815,{'Source': 'Attacker'; 'Obj': 'Victim'},,CVE-2017-0143,HighRisk,['Exploits'],102025992,[],flow:to_server;established; content:"|ff|SMB|25 00 00 00 00|"; offset:4; depth:9; content:"|00 00 00 00 00 00 00 00 00 00|"; distance:5; within:10; content:"|23 00 00 00 07 00 5c 50 49 50 45 5c 00|"; fast_pattern; isdataat:!1;relative; threshold: type limit; track by_src; count 1; seconds 30;),classtype:Exploits;,id:102025992;,rev:1;,metadata: former_category EXPLOIT;metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit; attack_target Client_Endpoint; deployment Perimeter; signature_severity Major; created_at 2018_08_15; malware_family ETERNALBLUE; updated_at 2018_08_15;
